,Close,High,Low,Open,Volume
2001-01-02,21.264328002929688,21.644897536142928,21.026472228624513,21.644897536142928,6545261
2001-01-03,23.642887115478516,23.88074436038105,21.31189818275705,21.31189818275705,10278966
2001-01-04,24.308883666992188,25.45059370999946,23.500172877070295,23.642886632446203,10500253
2001-01-05,23.975887298583984,24.83216840968079,23.83317353479704,24.30888509967028,6497415
2001-01-08,22.9293155670166,24.023452216638244,22.501174371099683,23.975881953730497,5067005
2001-01-09,22.9293155670166,23.595311020721326,22.739030100512018,22.9293155670166,4768779
2001-01-10,23.119606018066406,23.262319789891656,22.739036450407387,22.92932197004937,3361987
2001-01-11,22.4536075592041,23.880745191806962,22.310893795943816,23.11960463054382,5959655
2001-01-12,24.02345848083496,24.261315743893896,22.643894007542677,22.643894007542677,8352762
2001-01-16,25.1651668548584,25.30787914232752,24.213742284773787,24.213742284773787,6504714
2001-01-17,25.403018951416016,25.87873043176851,24.78459226100826,25.16516321123977,6341814
2001-01-18,25.212738037109375,25.45059380642884,24.404025772498592,25.40302206391504,4830309
2001-01-19,24.879735946655273,25.450590905248543,24.641880204449613,25.212735163042883,5077750
2001-01-22,23.690460205078125,23.833173971479937,23.214747159863784,23.833173971479937,6229295
2001-01-23,22.834171295166016,23.785595650990444,22.739029301070914,23.690453656895343,8182869
2001-01-24,23.21474838256836,23.642889704323707,22.739036783923503,22.834178809327483,8365940
2001-01-25,22.881752014160156,23.40503539462406,22.834180262617963,23.214749860080342,5866295
2001-01-26,22.69146156311035,22.78660504558022,22.31089204810508,22.78660504558022,9084947
2001-01-29,23.458309173583984,23.595313013956353,22.50688470393769,22.50688470393769,5214901
2001-01-30,23.519197463989258,23.823654509065143,22.796116212854614,23.45830752659863,4832337
2001-01-31,23.176687240600586,23.534423004986493,23.08535085673866,23.519199047988966,5115560
2001-02-01,23.975887298583984,24.12811511707341,23.03207394097463,23.17669051570207,5894881
2001-02-02,23.405029296875,23.78559879518701,23.252801497550198,23.78559879518701,5300558
2001-02-05,23.161460876464844,23.443081223575156,22.68955360756158,23.40502501651609,6053827
2001-02-06,24.059608459472656,24.432566700050714,23.595312365656397,23.595312365656397,9262240
2001-02-07,23.595317840576172,25.003425990503082,23.595317840576172,24.05961404212501,8180233
2001-02-08,24.455402374267578,24.737022784025218,23.65620566037495,23.65620566037495,7135530
2001-02-09,24.31839942932129,24.45540476183575,23.785602058584388,24.45540476183575,4971313
2001-02-12,24.744638442993164,25.102375762515432,24.2575099675958,24.31840139492672,5408008
2001-02-13,23.975887298583984,25.041480556385107,23.82365948009456,24.74463616316824,6161683
2001-02-14,23.70948600769043,24.28795226090928,23.4050303947594,23.975885404817447,5477750
2001-02-15,24.668519973754883,24.737021157194526,23.785598172148354,23.785598172148354,4727826
2001-02-16,24.364063262939453,25.09475723561488,23.78559707860269,24.668518839616787,4744045
2001-02-20,23.70948600769043,24.43256882421399,23.694263521368825,24.364066164142034,4908059
2001-02-21,23.98349380493164,24.356452033723485,23.67142551420821,23.70948319712553,3858591
2001-02-22,23.595317840576172,24.128116712136315,23.29086218347035,23.983500127848554,6011252
2001-02-23,23.062515258789062,23.610536495746153,22.529717978566598,23.595312539011527,5774658
2001-02-26,23.899770736694336,23.899770736694336,22.758060753117626,23.06251635630483,4354790
2001-02-27,23.405029296875,23.68665116711329,22.917899456060823,23.68665116711329,3988951
2001-02-28,23.557260513305664,23.777991001507228,23.032074382291583,23.405032691899407,3658794
2001-03-01,23.09296417236328,23.59531506450968,22.77328606433834,23.55725884766137,6341814
2001-03-02,22.826562881469727,22.986401922272616,21.829470951324506,22.986401922272616,6720324
2001-03-05,22.4764404296875,22.8341747345586,22.301377427099297,22.826563491614507,4323467
2001-03-06,22.6286678314209,22.758060430805646,22.149149233054967,22.476440031983227,7374861
2001-03-07,22.818952560424805,23.138630654942915,22.75806114441547,22.75806114441547,6147694
2001-03-08,22.72000503540039,23.11579703387448,22.643891132939036,22.81895266711273,4975672
2001-03-09,22.62105941772461,22.96357127348343,22.37749373086295,22.720007058246626,3593614
2001-03-12,20.938940048217773,22.36988179173761,20.55075927033271,22.36988179173761,7217942
2001-03-13,21.327117919921875,21.448900742972135,20.48986505841901,20.938937194933008,8567055
2001-03-14,20.619258880615234,21.349952867044173,20.01795895819706,21.32711766822636,6014698
2001-03-15,21.311899185180664,21.40323558272843,20.550760086241162,20.619262752308206,5260112
2001-03-16,20.946548461914062,21.304284217370984,20.59642542057822,21.304284217370984,8240953
2001-03-19,21.31951141357422,21.46412799621382,20.786714019711194,20.946553090707607,3868525
2001-03-20,20.48225212097168,21.486955177308396,20.27674417593991,21.319504913189693,4354384
2001-03-21,20.83999252319336,21.23578454673826,20.147356114083582,20.482256717477384,7496300
2001-03-22,20.527925491333008,20.931328755315892,19.835289087593605,20.839992361609834,9117385
2001-03-23,21.174890518188477,21.30428458611723,20.2082435732862,20.527923121793982,7512519
2001-03-26,21.251007080078125,21.692468037602467,20.74104493031277,21.174893172629957,5301064
2001-03-27,22.225261688232422,22.6515000876042,21.22055857156989,21.25100354082877,8221085
2001-03-28,21.585912704467773,21.700082848596757,20.923721159319463,21.700082848596757,9149316
2001-03-29,21.38800811767578,21.669629960232065,20.817154662132115,21.585904825995648,3528941
2001-03-30,21.76858139038086,21.95886688996516,21.030276065458413,21.38801186283704,3837202
2001-04-02,21.289064407348633,22.050203468878372,21.228172988101292,21.76858157462493,3988748
2001-04-03,20.62687873840332,21.106396039492232,20.14736143731441,21.106396039492232,7319615
2001-04-04,20.62687873840332,20.931334447975683,20.436594655733195,20.62687873840332,6380335
2001-04-05,21.372791290283203,21.53263035900488,20.680154835280952,20.680154835280952,5383984
2001-04-06,21.684858322143555,21.684858322143555,20.98461061859919,21.372791426777315,4025038
2001-04-09,21.76858139038086,21.99692310690715,21.34995564589505,21.684856241483697,3349721
2001-04-10,22.263324737548828,22.560169145869477,21.81425250299323,21.81425250299323,4737253
2001-04-11,21.79141616821289,22.26332207886121,21.555461741263972,22.26332207886121,4505220
2001-04-12,22.14154052734375,22.21765443578413,21.464126595061877,21.791417431492903,3113026
2001-04-16,22.194820404052734,22.567778697520392,22.004534899717274,22.141540227378833,3461733
2001-04-17,22.834171295166016,22.834171295166016,21.94363981697174,22.19481521116761,5099848
2001-04-18,24.280336380004883,24.34122631366082,22.605829357104074,22.834171023187213,7604257
2001-04-19,24.265113830566406,24.356451679590137,23.755151776910726,24.280337786486722,5263457
2001-04-20,23.869327545166016,24.105280522617967,23.222360036067904,24.105280522617967,5262646
2001-04-23,22.857013702392578,23.869328311931262,22.75806458456083,23.869328311931262,5707146
2001-04-24,21.753360748291016,22.826566759810078,21.753360748291016,22.826566759810078,6281196
2001-04-25,23.450698852539062,23.549646483259256,21.95886579060527,21.95886579060527,9158236
2001-04-26,23.991107940673828,24.333619770116055,23.595314465746497,23.595314465746497,6729143
2001-04-27,23.542037963867188,24.280343337242446,23.214747118563018,23.991110183002665,4785200
2001-04-30,23.024463653564453,23.937830602438922,23.024463653564453,23.542038552251636,3923974
2001-05-01,23.25279998779297,23.97588272344983,23.0472920305603,23.0472920305603,4180436
2001-05-02,23.785598754882812,24.242282152083384,23.36697157163662,23.36697157163662,3778104
2001-05-03,23.564868927001953,23.89977097684791,23.26802456374916,23.785599388693125,4089610
2001-05-04,23.526813507080078,23.595314696338175,23.06251736740189,23.564869723334574,2957831
2001-05-07,23.58770751953125,23.724712864916235,23.10057903774576,23.52681756302682,3060720
2001-05-08,23.260417938232422,23.580096093926308,23.108190104890095,23.580096093926308,2678966
2001-05-09,22.72000503540039,23.08535206153983,22.72000503540039,23.08535206153983,3529954
2001-05-10,23.65620994567871,23.7856040451521,23.00924239156177,23.00924239156177,5179321
2001-05-11,23.80082130432129,24.12811210333041,23.49636570537073,23.656204747657306,4334820
