,Close,High,Low,Open,Volume
2006-05-25,4.16672420501709,4.1712533568216035,3.641354689556824,3.6504129931658507,395343000.0
2006-05-26,4.069803237915039,4.233754581661961,3.995526606839633,4.193899249791008,103044000.0
2006-05-30,3.985565185546875,4.074334634948307,3.8813967822183026,4.073428890350943,49898000.0
2006-05-31,4.070708751678467,4.108752593200016,4.017265965584638,4.017265965584638,30002000.0
2006-06-01,4.303503513336182,4.356946320498165,4.067086946888039,4.069804612024488,62344000.0
2006-06-02,4.256399154663086,4.411292597949164,4.23828298014697,4.393176423433048,37253000.0
2006-06-05,4.452054977416992,4.461113282424974,4.257305738982928,4.261834891486919,37188000.0
2006-06-06,4.375060081481934,4.58611396003744,4.32976986288675,4.527236287132412,49045000.0
2006-06-07,4.3116536140441895,4.384118308074571,4.234659768655997,4.377777668943096,25013000.0
2006-06-08,4.322524547576904,4.322524547576904,4.12143507795017,4.311655185050873,34439000.0
2006-06-09,4.327958583831787,4.420351386351685,4.318900711541363,4.420351386351685,13372000.0
2006-06-12,4.252777099609375,4.370532043495384,4.193899411704488,4.347887144390535,14546000.0
2006-06-13,4.121432781219482,4.289007461820141,4.103316611206535,4.184839160303018,16716000.0
2006-06-14,4.087016582489014,4.116908318644169,4.025421188767685,4.0670884704362065,15971000.0
2006-06-15,4.162195205688477,4.177594149618464,4.087919013837689,4.1123758297848365,16500000.0
2006-06-16,4.0779547691345215,4.166724156623011,4.076143281203231,4.121433934874963,12280000.0
2006-06-19,4.016359806060791,4.116904727593877,3.9946202234837953,4.116904727593877,11509000.0
2006-06-20,3.9873740673065186,4.076143458659615,3.937554691637656,4.052592386832799,23792000.0
2006-06-21,4.10331916809082,4.155855791518803,3.9855637736684466,3.9873752622214576,18063000.0
2006-06-22,4.221073627471924,4.252777264913799,4.155855296174857,4.202957448329616,13038000.0
2006-06-23,4.252777099609375,4.341546503533376,4.245530282695109,4.256400076142744,11612000.0
2006-06-26,4.302597999572754,4.302597999572754,4.2056764323471345,4.252778599280838,8565000.0
2006-06-27,4.285386085510254,4.350604414842726,4.279951188738901,4.302596519965578,9826000.0
2006-06-28,4.253683090209961,4.2935384259289044,4.212015834195582,4.2437190403183305,8756000.0
2006-06-29,4.347886085510254,4.356038212648737,4.252776063892103,4.252776063892103,14470000.0
2006-06-30,4.347886085510254,4.347886085510254,4.221072435403613,4.316182457021764,25964000.0
2006-07-03,4.284481048583984,4.347887900100138,4.240096554869364,4.338829593344756,7029000.0
2006-07-05,4.3116536140441895,4.333392763099116,4.231036361185019,4.293537008612947,13266000.0
2006-07-06,4.239192008972168,4.289011851438909,4.238286264333064,4.279953541199863,8097000.0
2006-07-07,4.177595138549805,4.243719218045845,4.144080010728003,4.234661343884481,8380000.0
2006-07-10,4.211111545562744,4.2183579334778,4.177596407560194,4.18484279547525,4978000.0
2006-07-11,4.19842529296875,4.211106564802085,4.1033153222953125,4.211106564802085,8079000.0
2006-07-12,4.1259636878967285,4.202957559264703,4.125057943704274,4.202957559264703,7672000.0
2006-07-13,4.050780773162842,4.092448019569742,4.01273650266386,4.092448019569742,16625000.0
2006-07-14,3.981034278869629,4.04715835654458,3.9765051259517783,4.041723459427919,9663000.0
2006-07-17,3.9846575260162354,4.000961784781309,3.9629179384311004,3.977410708872005,6458000.0
2006-07-18,3.9765021800994873,3.9946183464263663,3.9556687831891404,3.984654735696842,12483000.0
2006-07-19,4.10150671005249,4.116905656506329,3.967447072375796,3.9774106900353146,15840000.0
2006-07-20,4.1259636878967285,4.146797532018363,4.085202607693501,4.112376661162319,8829000.0
2006-07-21,4.10150671005249,4.125963530008052,4.055310734538526,4.125963530008052,8510000.0
2006-07-24,4.076141834259033,4.124149702785922,4.075236090614908,4.116903321709389,5017000.0
2006-07-25,4.17396879196167,4.202954746339668,4.090634335096239,4.094257741364802,6900000.0
2006-07-26,4.228322505950928,4.334301968039735,4.148610933326809,4.17940840968995,10338000.0
2006-07-27,4.213826656341553,4.272704338349098,4.213826656341553,4.248247521503459,6009000.0
