,Close,High,Low,Open,Volume
2001-01-02,9.444583892822266,9.711883436958745,9.422308930810892,9.622783588913252,221400
2001-01-03,10.625157356262207,10.691982245295303,9.377759427644422,9.444584316677519,260600
2001-01-04,10.313307762145996,11.337956049529831,10.157383022761499,10.703119610607237,448800
2001-01-05,10.179658889770508,10.491508396240501,10.112833995526938,10.246483784014078,201000
2001-01-08,10.335585594177246,10.380135532083182,10.1573858425535,10.335585594177246,211400
2001-01-09,10.357860565185547,10.469235409972487,10.291035658313382,10.335585596228158,252600
2001-01-10,10.469230651855469,10.469230651855469,10.201931145850649,10.424680734188,222800
2001-01-11,10.608450889587402,10.625156430612389,10.357856897766794,10.491506664189592,79600
2001-01-12,10.959280967712402,10.959280967712402,10.469231818749654,10.602881586648584,210800
2001-01-16,10.625157356262207,10.914731875405622,10.469232615184984,10.914731875405622,240200
2001-01-17,10.4246826171875,10.647432245759882,10.380132691473024,10.602882320045406,284400
2001-01-18,10.602882385253906,10.647432311242367,10.179658088363519,10.357857792317366,118400
2001-01-19,10.803356170654297,11.070655704773579,10.469231753005195,10.469231753005195,138400
2001-01-22,10.647435188293457,10.814497455892203,10.335585622109129,10.814497455892203,145000
2001-01-23,10.864614486694336,10.959282404926409,10.469233191697992,10.625157941361579,110400
2001-01-24,10.580610275268555,10.903597325776753,10.469235430265728,10.758810027273078,88000
2001-01-25,10.580610275268555,10.959284748278167,10.55833530626799,10.580610275268555,96800
2001-01-26,10.736536979675293,10.825636871622805,10.536062222793388,10.602887141754024,79600
2001-01-29,10.803356170654297,10.998262760727474,10.446956791828589,10.775513148961407,93400
2001-01-30,10.825632095336914,10.870182021655173,10.64743239006388,10.69755173694985,87600
2001-01-31,10.4246826171875,11.115206465761887,10.15738306290064,10.714257134331596,169400
2001-02-01,10.669707298278809,10.669707298278809,10.15738314825707,10.15738314825707,116200
2001-02-02,10.513781547546387,10.803356039322027,10.513781547546387,10.647431312981297,130400
2001-02-05,10.870180130004883,10.870180130004883,10.53605574076293,10.53605574076293,24000
2001-02-06,11.159756660461426,11.315681404220367,10.781082282761137,10.981556953308349,68000
2001-02-07,11.293407440185547,11.36023233628132,10.758808271419367,11.048382821167714,68800
2001-02-08,10.870180130004883,11.282266876736625,10.558330700045726,11.282266876736625,87400
2001-02-09,11.226580619812012,11.382505350642733,10.60288169648912,10.691981542678105,96400
2001-02-12,11.293407440185547,11.293407440185547,10.870183098245654,11.221014482526455,74600
2001-02-13,11.315681457519531,11.47160620201291,11.226581603523314,11.315681457519531,85200
2001-02-14,11.02611255645752,11.493887028549658,10.892462707288338,11.488318284834275,96800
2001-02-15,11.003833770751953,11.226583442224666,10.714259197837428,10.714259197837428,156200
2001-02-16,10.669707298278809,11.1374815222117,10.602882409145538,11.1374815222117,158000
2001-02-20,10.602882385253906,10.9592817931616,10.602882385253906,10.69198223723083,108600
2001-02-21,10.048752784729004,10.675401065291169,9.80256953165101,10.473978403681901,100000
2001-02-22,9.875297546386719,10.071124279949466,9.556377927863158,10.0151735895053,188400
2001-02-23,9.713040351867676,9.880892431681058,9.086392587231051,9.880892431681058,103200
2001-02-26,9.914466857910156,9.936847144271127,9.466861130690736,9.713044280661416,110800
2001-02-27,9.533998489379883,9.914463217829315,9.533998489379883,9.713040714532555,292000
2001-02-28,10.003988265991211,10.317312283270578,9.522812096597898,9.66268957301834,136400
2001-03-01,9.892090797424316,10.003992277033188,9.545196210636812,9.981611981111413,77200
2001-03-02,9.892090797424316,10.071133164798512,9.847330205580768,9.88090064946343,100200
2001-03-05,10.026369094848633,10.071129671164922,9.892087365899767,9.959228230374201,507600
2001-03-06,10.36207103729248,10.36207103729248,9.981606225988005,10.093507641077556,172000
2001-03-07,10.205413818359375,10.496357633356462,10.205413818359375,10.362075872588576,452400
2001-03-08,10.205413818359375,10.42921675297252,10.07113205759149,10.205413818359375,188600
2001-03-09,9.757806777954102,10.160652011906336,9.668285614853605,10.160652011906336,136200
2001-03-12,9.623519897460938,9.824942406942677,9.444477666810501,9.824942406942677,148400
2001-03-13,10.026369094848633,10.026369094848633,9.578763331685748,9.601143619843892,70200
2001-03-14,9.66828441619873,9.98160844820517,9.489242112195049,9.69066470419919,120200
2001-03-15,9.735424041748047,9.824945182361821,9.489240905060164,9.679473328864438,69800
2001-03-16,9.377338409423828,10.026366604825478,9.310197561623658,9.735422931024738,276800
2001-03-19,9.131155014038086,9.57876065198113,8.594028248506433,9.57876065198113,128800
2001-03-20,8.907353401184082,9.198297105242858,8.795451976546092,9.086395680604868,138200
2001-03-21,8.750691413879395,8.996874548285207,8.638789989149478,8.996874548285207,89600
2001-03-22,8.303084373474121,8.840211125396975,7.877859028201861,8.840211125396975,432800
2001-03-23,8.61640739440918,8.817829904927835,8.370224325997489,8.526886278623111,226000
2001-03-26,8.661170959472656,8.80664282313305,8.594030099321705,8.80664282313305,278400
2001-03-27,8.95211410522461,8.996874675750732,8.549268970489502,8.594029541015626,341600
2001-03-28,8.661170959472656,8.952114686793443,8.638790672755672,8.952114686793443,221800
2001-03-29,8.750691413879395,8.952113978393243,8.638789989149478,8.661170274095461,103400
2001-03-30,9.310197830200195,9.466859812919909,8.728310465812683,8.750690749058355,239000
2001-04-02,8.750691413879395,9.220677397745039,8.661170274095461,8.817832268717343,210600
