,Close,High,Low,Open,Volume
2007-06-14,26.72314453125,27.005164752884827,25.450614838888196,25.450614838888196,662600.0
2007-06-15,26.68874740600586,26.89510317964865,26.310428050334732,26.89510317964865,1150000.0
2007-06-18,25.553789138793945,26.89510296894173,25.553789138793945,26.860710777596708,853600.0
2007-06-19,25.2442569732666,25.932111372407622,24.831542759408215,25.55379197767132,951000.0
2007-06-20,24.728374481201172,25.333687290502798,24.301905345172766,25.333687290502798,1721800.0
2007-06-21,25.2442569732666,25.2442569732666,24.590794769291378,24.762758369076632,537700.0
2007-06-22,26.79193687438965,27.170256375073954,25.313048452492684,25.450619895638894,250300.0
2007-06-25,26.998273849487305,27.514164432598527,26.31041973867234,26.89509468328298,203200.0
2007-06-26,27.170244216918945,27.37659997731956,26.963888456518326,27.03955284758825,119600.0
2007-06-27,27.34221649169922,27.37660869205467,26.826325614497346,27.17025286596526,270700.0
2007-06-28,27.239036560058594,27.47978720421475,27.170252161132048,27.342215782405034,151200.0
2007-06-29,26.867595672607422,27.44539351365134,26.65435984918957,27.397243912227385,1701900.0
2007-07-02,27.49354362487793,27.9475274638336,26.812566554466162,26.963895375436895,2000500.0
2007-07-03,27.2802791595459,27.933740735806115,26.881325355736294,27.50039214591405,3752400.0
2007-07-05,27.1358585357666,28.39463081288299,26.991409731237205,27.239035128734823,4277800.0
2007-07-06,27.390365600585938,27.459150000050247,26.688753705432074,27.101467974087864,3950700.0
2007-07-09,27.720518112182617,27.7893050926027,26.468623932042142,27.204627566829508,5369500.0
2007-07-10,26.826316833496094,27.170243972387066,26.46863229417478,27.170243972387066,5483200.0
2007-07-11,26.867595672607422,26.998287073050083,26.619967651594816,26.826323461119827,5964800.0
2007-07-12,26.83319854736328,26.867593365961643,26.35170257446131,26.79192896337526,4094400.0
2007-07-13,27.149620056152344,27.438517709014942,26.138473023219493,26.344828864400903,2064600.0
2007-07-16,27.032682418823242,27.411001884336923,25.498767136643078,26.138472057439053,2514800.0
2007-07-17,26.730022430419922,27.170248827024782,26.324188229058006,26.840079029571136,3913400.0
2007-07-18,26.09720230102539,26.730029890733388,25.175477041898134,25.416227723704548,4909400.0
2007-07-19,26.207252502441406,26.448003125193416,25.883962707481064,26.16598291633724,2078400.0
2007-07-20,26.159099578857422,26.26227877892048,26.049042989969657,26.207249172498567,3406800.0
2007-07-23,26.764408111572266,26.82631509752478,24.14368253819004,24.14368253819004,2164400.0
2007-07-24,26.413599014282227,26.977639177570342,26.227878088718303,26.63371212073831,2119000.0
2007-07-25,26.461761474609375,26.530545869879766,26.138469044134272,26.310432656266734,2421500.0
2007-07-26,25.835819244384766,26.34483016958605,25.258021286077213,26.138474318181284,3610800.0
2007-07-27,25.41621971130371,26.22788808468664,24.57703653313853,24.762757529484407,2912600.0
2007-07-30,24.79714584350586,25.072288600364704,24.473856121745882,25.0378964117463,2915500.0
2007-07-31,24.63893699645996,24.817780556150254,24.556395227963563,24.79714314605952,2148800.0
2007-08-01,24.226240158081055,24.762765913200802,23.909825043871653,24.01988167630537,3771700.0
2007-08-02,24.2606201171875,24.418826282452642,23.448951878727545,23.806636409570558,2519100.0
2007-08-03,24.136817932128906,24.370688600245863,24.074910913393325,24.14369532356306,2445000.0
2007-08-06,24.178077697753906,24.295011659597677,24.061141111954434,24.212469885122328,3896600.0
2007-08-07,23.97171974182129,24.33628428133197,23.387044674540086,23.97171974182129,2624200.0
2007-08-08,23.896068572998047,24.39820208700847,22.07325293910581,22.07325293910581,3355800.0
2007-08-09,23.201330184936523,23.9166994396432,23.12566577592533,23.593407009852275,2058600.0
2007-08-10,22.56850242614746,23.201327175883545,22.27272484234938,23.201327175883545,6034600.0
2007-08-13,22.69231605529785,22.87115703092379,22.279601872847373,22.699193444225116,3860000.0
2007-08-14,22.320878982543945,22.871162056094743,22.093885738728616,22.78862025105129,6021900.0
2007-08-15,22.67168426513672,22.864285314311047,22.355271816863045,22.375906612720144,4280500.0
2007-08-16,22.726715087890625,22.871163914442715,22.011345722170432,22.052617940023982,4133300.0
2007-08-17,24.143686294555664,24.233108093500913,23.043120399675956,23.31826318537392,3026600.0
2007-08-20,24.040517807006836,24.749007176229938,23.799767132524643,23.985488181768524,1948800.0
2007-08-21,23.84790802001953,24.054266415228614,23.28386768741495,23.318262502587128,2257600.0
2007-08-22,23.978601455688477,24.308771206711945,23.593402100849794,23.902937062420527,2233000.0
2007-08-23,24.32253074645996,24.43946472891594,23.985480953343256,24.24686634653849,3054100.0
