,Close,High,Low,Open,Volume
2001-01-02,10.360183715820312,10.55714538342146,10.360183715820312,10.51775304990123,98100
2001-01-03,10.45866584777832,10.537450524597743,10.379881170958898,10.399577340163754,100100
2001-01-04,10.419267654418945,10.517748445103434,10.360179180008252,10.438963812555844,143200
2001-01-05,10.222304344177246,10.399569737428875,10.20260818937151,10.399569737428875,71500
2001-01-08,10.163219451904297,10.340484907460768,10.163219451904297,10.261700260546782,84000
2001-01-09,10.28139877319336,10.30109493942553,10.182917942032503,10.202614108264674,49600
2001-01-10,10.34048080444336,10.34048080444336,10.143519265311106,10.281392342703684,60900
2001-01-11,10.242003440856934,10.379876564099238,10.084434157151442,10.340484243172865,53700
2001-01-12,10.28139877319336,10.30109493942553,10.104133277103818,10.222310274496845,123200
2001-01-16,10.242003440856934,10.32078808270968,10.20261111993056,10.281395761783306,46400
2001-01-17,10.20261287689209,10.261701368457102,10.084435893762066,10.242005204602098,351800
2001-01-18,10.261699676513672,10.281395837121185,10.202611194691137,10.24200351590616,97100
2001-01-19,10.242003440856934,10.32078808270968,10.163218799004188,10.182914959467373,38900
2001-01-22,10.261699676513672,10.281395837121185,10.12382655226109,10.202611194691137,73500
2001-01-23,10.399572372436523,10.399572372436523,10.242003094066273,10.242003094066273,330500
2001-01-24,10.360183715820312,10.399576049340542,10.320791382300083,10.360183715820312,237500
2001-01-25,10.360183715820312,10.419272216100657,10.360183715820312,10.399576049340542,102300
2001-01-26,10.360183715820312,10.399576049340542,10.320791382300083,10.379879882580427,238900
2001-01-29,10.3964262008667,10.3964262008667,10.339701138918159,10.358608691461852,29700
2001-01-30,10.459450721740723,10.462602781256946,10.368061432464316,10.396423957317952,68300
2001-01-31,10.47835922241211,10.494115913141943,10.440542924228822,10.446845840952443,161200
2001-02-01,10.490965843200684,10.494116700719742,10.478360008807378,10.478360008807378,57900
2001-02-02,10.47835922241211,10.494115913141943,10.462602531682277,10.47835922241211,154600
2001-02-05,10.412178039550781,10.443691413866183,10.399572208961352,10.415328896119053,202300
2001-02-06,10.333395957946777,10.415331472731467,10.257762157857591,10.415331472731467,100500
2001-02-07,10.352301597595215,10.352301597595215,10.210490202082655,10.254609409767294,59100
2001-02-08,10.122252464294434,10.342849745841605,10.084436165279008,10.342849745841605,42600
2001-02-09,9.974136352539062,10.131706250186236,9.926865683784493,10.115948358802772,91700
2001-02-12,10.0371675491333,10.052924243440831,9.895354896048092,9.926868885742511,69600
