,Close,High,Low,Open,Volume
2001-01-02,28.371366500854492,29.057080415711038,28.22850925201885,28.914223166875395,2220123
2001-01-03,27.77134895324707,28.599919567315737,27.657064109542738,28.342777569538537,1927587
2001-01-04,25.914213180541992,27.88563667762396,24.971357699716723,27.799921943307584,5021032
2001-01-05,25.085643768310547,25.514215261886154,24.7999316381452,25.142788393228674,3097984
2001-01-08,26.914215087890625,27.085644596027894,25.114220644647524,25.114220644647524,3641698
2001-01-09,27.74277687072754,28.02848895968944,26.857063897733788,26.97134873331855,3301751
2001-01-10,27.828502655029297,28.028500097332945,27.257073852268192,27.542788253648745,3194445
2001-01-11,27.685659408569336,28.399943573151294,27.628516939269186,27.857086816469785,1839700
2001-01-12,28.25707244873047,28.657071736637032,27.82850303962238,27.885645480911084,2391106
2001-01-16,28.342771530151367,28.5427688645753,28.028484978606496,28.228484511914857,1919265
2001-01-17,27.57135581970215,28.457069062580572,27.57135581970215,28.457069062580572,2330581
2001-01-18,27.457080841064453,28.02850759785566,27.142796234773602,27.657080535774305,2928137
2001-01-19,27.42849349975586,28.371349001408827,27.314208650732773,27.485638123152402,3110089
2001-01-22,26.828495025634766,27.485636158882205,26.514210613839218,27.42849153956952,2838989
2001-01-23,27.199941635131836,27.59994106785404,26.971369588339243,27.08565671117876,2231850
2001-01-24,27.485645294189453,27.714215051869743,27.314215777043657,27.542787733609522,1692927
2001-01-25,27.39992904663086,27.914213172349505,27.399929046630856,27.542786236860582,1733656
2001-01-26,27.171363830566406,27.685648042011092,26.971361971798114,27.514218505605648,1782454
2001-01-29,27.65707778930664,27.839934949009454,27.172507085704275,27.172507085704275,1038378
2001-01-30,27.487930297851562,27.881073452627927,27.108503791468276,27.881073452627927,2011817
2001-01-31,27.3645076751709,27.446792189038597,26.788509481438922,27.199936448549472,2837980
2001-02-01,27.291353225708008,27.31878211920051,26.879926419975998,27.026211653050837,1972224
2001-02-02,26.377079010009766,27.268507359627158,25.851367166756496,27.268507359627158,4774267
2001-02-05,26.962228775024414,26.97136954595077,26.377085303665034,26.377085303665034,1480965
2001-02-06,27.263938903808594,27.565652471377064,26.71993886598899,26.966796820563474,1540733
2001-02-07,27.282228469848633,27.428511589880145,27.049084937234298,27.19994174108365,1435571
2001-02-08,27.405641555786133,27.579355690427985,27.268499280834195,27.314211906561333,1505679
2001-02-09,27.23650360107422,27.428501499789572,27.131361685217183,27.405646282426805,1269380
2001-02-12,26.975936889648438,27.25479300562678,26.6925070909522,27.017078045250248,1364581
2001-02-13,27.419361114501953,27.75764648192406,27.017074980691902,27.017074980691902,1556999
2001-02-14,27.03078269958496,27.241068680752655,26.934783772793804,27.062783074810394,1755344
2001-02-15,26.93479347229004,27.21364958761748,26.765650769787868,26.847935279685345,1517910
2001-02-16,26.939350128173828,26.9713482984246,26.23992228403722,26.902778277733283,1818138
2001-02-20,26.03421974182129,26.765646029254835,25.974790462670068,26.491361446327947,2209153
