,Close,High,Low,Open,Volume
2001-01-02,17.967382431030273,18.24327314014398,17.708734891236173,17.708734891236173,1066000
2001-01-03,16.932781219482422,17.967370703361183,16.84656542915919,17.95012754529654,2448400
2001-01-04,15.72576904296875,16.915547621877568,15.208474008660566,16.881061286257022,2824000
2001-01-05,15.9326810836792,16.122355858484905,15.656790502143629,15.829222115603361,1249400
2001-01-08,16.32927131652832,16.398243951445018,15.863706030840607,16.001651300674002,956200
2001-01-09,16.34651756286621,16.39824704882465,16.122356457046315,16.27754491492163,863400
2001-01-10,16.139598846435547,16.346516780364208,16.001653557149773,16.312030458042763,964400
2001-01-11,15.811980247497559,16.139600339866647,15.811980247497559,16.10511401435411,838600
2001-01-12,15.77750015258789,15.846472830850571,15.415393591708824,15.81198649171923,732600
2001-01-16,16.243061065673828,16.26030423028707,15.880954608795749,15.880954608795749,896200
2001-01-17,15.967171669006348,16.277548656092865,15.915442171158595,16.277548656092865,776200
2001-01-18,16.070629119873047,16.22581759849843,15.9844132984145,16.001656462706208,738200
2001-01-19,15.7947359085083,16.001653846174346,15.656790616730934,16.001653846174346,686200
2001-01-22,15.72576904296875,15.811984882020113,15.587823700486569,15.691282707348204,512600
2001-01-23,15.811980247497559,16.122357177110377,15.743007596472486,15.932682386791432,860800
2001-01-24,16.122356414794922,16.174085900617793,15.811979499857692,15.863708985680564,813600
2001-01-25,16.10511589050293,16.208574879092883,16.001656901912973,16.156845384797904,1375800
2001-01-26,16.139598846435547,16.38100310268565,15.984410395989052,16.156842007596268,1124200
2001-01-29,16.363079071044922,16.484470609626683,16.158919474061484,16.208579888126657,680000
2001-01-30,16.280309677124023,16.82933263094461,16.194784234036238,16.82933263094461,1296600
2001-01-31,16.415496826171875,16.484469501912095,16.197542918247304,16.34652415043166,1249000
2001-02-01,16.498258590698242,16.592061442033323,16.19477933472902,16.42928593684713,1026400
2001-02-02,16.501020431518555,16.62241194067186,16.387905305223175,16.498260935606364,634600
2001-02-05,16.74655532836914,17.052793984087995,16.52032517868183,16.553431747493942,848200
2001-02-06,16.843116760253906,16.88450076101014,16.64999317745624,16.705171494318265,751600
2001-02-07,17.1052188873291,17.1052188873291,16.801739618368305,16.898300916917865,1065200
2001-02-08,17.55767822265625,17.629410370502253,17.091423471413847,17.091423471413847,1278400
2001-02-09,17.668033599853516,17.739765742471892,17.560436438365024,17.574230757348843,1028800
2001-02-12,17.84184455871582,17.84184455871582,17.60182003191151,17.665274743483266,1022400
2001-02-13,17.910823822021484,17.94669096031064,17.60182653126931,17.84185114670112,1449200
2001-02-14,17.52457618713379,17.86392159854311,17.256961889726348,17.86392159854311,1959600
2001-02-15,17.444564819335938,17.52457335650514,17.229370459649786,17.52457335650514,713800
2001-02-16,17.764591217041016,17.7949393440024,17.47766481069193,17.47766481069193,756000
2001-02-20,17.93288230895996,18.070827557490425,17.54111830830404,17.65699181189904,789200
2001-02-21,17.719539642333984,17.8996437873426,17.580997504484607,17.87747653793024,772200
2001-02-22,17.459074020385742,17.82482611678008,17.342699170117942,17.722304207362505,1143800
2001-02-23,17.406431198120117,17.553285501395113,17.2651187062696,17.508952066991768,877200
2001-02-26,17.71121597290039,17.71121597290039,17.37871588332022,17.511716130550692,987400
2001-02-27,17.70568084716797,17.73338884444047,17.542201126478588,17.586534556309996,787000
2001-02-28,17.75833511352539,17.76110654896276,17.622564372895994,17.66412744851319,944400
2001-03-01,17.982763290405273,18.052034333809,17.755554352600416,17.761095105919544,759600
2001-03-02,17.5948429107666,18.010469121257152,17.17921670027605,17.985532563340147,1555800
2001-03-05,17.73339080810547,17.73339080810547,17.38703551888466,17.691827750601988,751800
2001-03-06,17.605928421020508,17.6086987976448,17.34546862466349,17.580990803432968,547200
2001-03-07,17.65580940246582,17.65580940246582,17.481246022539544,17.589308714924954,540800
2001-03-08,17.871936798095703,17.871936798095703,17.544977249633142,17.664123579513195,700000
2001-03-09,17.913497924804688,17.996621934845187,17.838683990384574,17.92735086948553,519000
2001-03-12,18.068660736083984,18.15178684309374,17.88578626024113,17.98276530909603,2202000
2001-03-13,17.941204071044922,18.0658911301918,17.808202709167976,18.0658911301918,1442600
2001-03-14,17.877460479736328,17.99660669582468,17.80818947303341,17.8857747762867,1106000
2001-03-15,18.06589126586914,18.07974632320504,17.777725521943967,17.932892016978283,1065800
2001-03-16,18.31526756286621,18.426101679978864,18.15178887846339,18.426101679978864,1721800
2001-03-19,18.401161193847656,18.647765942052043,18.318035095223582,18.318035095223582,1402000
